User Account,Followers,Tweets,Retweets,Text,Date,Location,Hashtags,Sentiment,Category
jcastanedacano,861,36046,0,enterprise power bi series,2023-02-14 23:14:30+00:00,Peru,[],neutral,Power BI
TJosher,95,4056,0,perhaps accompanied by gandalf the grey amp gandalf the white amp monty python and the holy grails black knig,2023-02-14 23:04:54+00:00,"Windsor, Ontario",[],negative,Python
CFADFW,1386,1536,0," intro to data visualization and business analytics with microsoft power bi
wednesday thursday and friday march",2023-02-14 22:53:37+00:00,"Dallas/Fort Worth, Texas",[],neutral,Power BI
kimmanis,4082,8793,3,microsoft customer storybayer builds crisis management dashboard for datadriven decisions using datamart in power,2023-02-14 22:44:50+00:00,"New York, USA",[],neutral,Other
andresjmendezp,249,10132,0,y power bi,2023-02-14 22:00:47+00:00,"Sudbury, Ontario. Canada",[],neutral,Power BI
amandakegs,1014,30190,0,i took one through linkedin learning power bi essential training that was pretty good,2023-02-14 21:53:20+00:00,Minnesota,[],positive,Power BI
gowilcheck,3661,870,0,how power bi can be used for data visualization    powerbi datavisualization  please shar,2023-02-14 21:30:01+00:00,"Miami, Florida","['powerbi', 'datavisualization']",neutral,Power BI
P3Adaptive,8465,9880,0,"last call registration ends tomorrow for our top selling power query training
easily clean your messy data with t",2023-02-14 20:59:19+00:00,United States,[],positive,Other
GroundTruthCo,3837,8052,0,groundtruth will be speaking at brand innovators the power of building brand love in boston we look forward to st,2023-02-14 20:30:02+00:00,New York City,[],positive,Other
Apps4Rent,417,2994,0,"5 reasons to choose power bi over tableau

see 

microsoft powerbi visualization tool",2023-02-14 20:29:31+00:00,"Maplewood, NJ","['Tableau', 'Microsoft', 'PowerBI', 'Visualization', 'Tool']",neutral,Power BI
DrJeffJarvis,5240,8609,0,im actually sort of amazed my m1 max macbookpro runs power bi faster in windows through parallels that it does na,2023-02-14 20:13:20+00:00,"Fort Worth, TX",[],neutral,Power BI
PowerBITips,15890,1914,0,"new swag out today



eat sleep power bi repeat",2023-02-14 20:06:01+00:00,"Wisconsin, USA",[],positive,Power BI
PowerBITips,15890,1914,0,"new swag is out 

get yours today",2023-02-14 20:03:18+00:00,"Wisconsin, USA",[],positive,Other
powerbipro,5662,1949,0,tired of asking your powerbi questions on free forums wouldnt it be easier to just discuss your problem with som,2023-02-14 20:00:05+00:00,"Seattle, WA",['PowerBI'],neutral,Power BI
P3Adaptive,8465,9880,1,"revolutionize your business intelligence strategies with power bi usage metrics reporting

gain unparalleled insig",2023-02-14 19:00:52+00:00,United States,[],neutral,Power BI
driscollis,96247,33244,74,"how to convert a csv file to excel in 3 lines of code using python and pandas 

",2023-02-14 18:46:01+00:00,Iowa,"['Python', 'Pandas']",neutral,Excel
key2consulting,733,1814,0,migrating from powerbi premium per user ppu to premium capacity  what you should know,2023-02-14 18:01:25+00:00,"Atlanta, GA",['PowerBI'],neutral,Power BI
bhardia,729,3481,0,the world has transformed in ways we couldnt imagine the rapid use of technology has permeated every sector amp has,2023-02-14 18:00:31+00:00,"Irvine, California",[],neutral,Other
dmightyangel,31188,234478,2,you should have actually kept quiet no one would have known how ignorant an adult co,2023-02-14 17:51:11+00:00,Cosmos,[],positive,Other
kevchant,1565,23466,1,since this post appears to still be in demand here is how you can use  azure devops analytics views and power bi t,2023-02-14 17:40:06+00:00,Netherlands,[],neutral,Power BI
TrnDigitalCorp,115,324,0,power bi for realtime monitoring and decisionmaking,2023-02-14 17:35:55+00:00,"Boston, MA",[],neutral,Power BI
MGriszell,39,533,1,a power bi developer is needed to join our team onsite in gaithersburg maryland team powerbi developer,2023-02-14 17:21:41+00:00,ATL GA,"['team', 'powerbi', 'developer']",neutral,Power BI
MTY_Barraza,444,29083,1,"powerbi
nexum bs  power bi update  february 2023 ",2023-02-14 17:21:08+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
TMCDynamicsERP,3279,12236,0,microsoft  want to learn more about powerplatform learn how to connect dynamics 365 business central to power bi,2023-02-14 17:07:01+00:00,"El Segundo, CA",[],positive,Power BI
ChocKid,3723,129614,1,my love for you is like a power bi visualization providing a clear and beautiful presentation of how much you mean,2023-02-14 17:03:55+00:00,Remote,[],positive,Power BI
YusufBShariff,988,619,1,hi poweraddicts has anyone run into this issue i have a powerbi report with a powerapps visual amp when i sum ,2023-02-14 16:50:05+00:00,"Laguna Beach, CA","['PowerAddicts', 'PowerBI', 'PowerApps']",neutral,Power BI
lucy_jewitt,18,43,2,"join  to find out how power bi can be used in your setting 
power bi converts data from various source",2023-02-14 16:30:00+00:00,Lincolnshire,[],neutral,Power BI
KooHo_jin,273,23795,0,why does power bi have an esrb rating,2023-02-14 16:00:51+00:00,"south bend, indiana",[],neutral,Power BI
kapn_krude,1227,50153,0,nothing like python power on valentines day,2023-02-14 15:47:22+00:00,NJ,[],neutral,Python
silect,383,1471,2,our powerbi dashboards for scom are now included with mp studio learn more,2023-02-14 15:44:11+00:00,"Ottawa, ON  Canada","['PowerBI', 'SCOM']",positive,Power BI
mdhewitt83,117,276,1,when youre using all to strip the filter context off of a column that has the sort column property set include,2023-02-14 15:43:24+00:00,"Nashville, TN",[],neutral,Other
PragmaticWorks,3073,11591,0,we love a lot of things at pragmatic works power bi ping pong our customers data but most of all we love learni,2023-02-14 15:30:01+00:00,"Jacksonville, Florida",[],positive,Power BI
xdfsx956,111,235,0,made a window ac to a smart window unit copied ir codes for power higher and lower temp,2023-02-14 15:27:24+00:00,South Texas,[],positive,Other
iwmentor,1847,4784,2,power hour how to insert power apps into power bi reports for live dynamic data using the powerapps visualizati,2023-02-14 15:15:18+00:00,United States,[],positive,Power BI
MikeRudzinski,23,514,1,power bi people if you havent seen the power of deneb custom visual in creating beautiful dashboards you need to,2023-02-14 15:15:12+00:00,"Lexington, KY, United States",[],positive,Power BI
systemdynamics_,5264,8994,195, power of system dynamics jorgen randers professor emeritus of climate strategy at the bi norwegian business sch,2023-02-14 15:00:20+00:00,"Albany, NY",[],neutral,Other
Ko_Ver,3244,35071,0,i didnt read the docs but rather this wonderful blog post by   time fo,2023-02-14 14:34:00+00:00,Belgium,[],positive,Other
Ko_Ver,3244,35071,0,plot twist once the setting for the power bi rest api has been enabled i can see the managed identities,2023-02-14 14:27:59+00:00,Belgium,[],neutral,Power BI
JakeKooker,70,317,0,as others have said if you like big datasets and excel you should learn python specifically t,2023-02-14 14:16:56+00:00,"Austin, TX",[],neutral,Excel
MTY_Barraza,444,29083,0,"powerbi
enterprise dna  how to use the groupby function in power bi ",2023-02-14 14:05:59+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
iterinsights,46,506,0,"many things make the perfect pair but none better than powerbi and excel 

happy valentines day from the itera",2023-02-14 14:01:34+00:00,"Calgary, Alberta","['PowerBI', 'Excel']",positive,Excel
GregDeckler,794,2335,0,"today is day number 4236 that table and matrix measure totals have been broken in power bi
please vote",2023-02-14 14:01:00+00:00,"Columbus, OH",[],negative,Power BI
powerbipro,5662,1949,0,tried finding help for your powerbi problem on google  and youtube  found a lot of answers just not yours ,2023-02-14 14:00:10+00:00,"Seattle, WA",['PowerBI'],positive,Power BI
PowerBITips,15890,1914,2,love excel or power bi  ep188  power bi tips from the real world,2023-02-14 13:31:13+00:00,"Wisconsin, USA",[],positive,Excel
codebasicshub,3289,505,1,we all know about the metaverse how about the dataverse check out our video on youtube for end to end cricket dat,2023-02-14 13:23:33+00:00,United States,[],neutral,Other
AirQuery,7,123,0,with our help gain a deeper understanding of your legacy data improve reporting capabilities and better serve yo,2023-02-14 12:00:36+00:00,"Atlanta, GA",[],positive,Other
keithrichmond82,137,2984,34,is there a power automate template that allows you to export power bi reports in mass using a spreadshe,2023-02-14 10:59:49+00:00,"Nashville, TN",[],neutral,Power BI
MTY_Barraza,444,29083,0,"powerbi
urbizedge  power bi office hour 119 power bi as a business intelligence tool  olashile busari ",2023-02-14 09:35:45+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
EliteViser,8,7066,0,4ch currentvoltagepower monitor hat for raspberry pi 4b3b3b2bbazerow i2csmbus interface onboard 01ω,2023-02-14 09:32:14+00:00,United States,[],neutral,Other
Python_Dv,21926,3884,53,"excel automation made easy with python and chatgpt
python chatgpt excel",2023-02-14 07:37:00+00:00,United States,"['python', 'chatgpt', 'excel']",positive,Excel
icentrax,421,2775,0,are you a sqlssis developer with ssis ssrs sql server sdlc ssas power bi database administration  skills th,2023-02-14 07:05:24+00:00,"Texas, USA",[],neutral,Power BI
Vbasilio,88,862,0,i just completed the course introduction to power bi  a través de,2023-02-14 05:45:32+00:00,Mexico,[],neutral,Power BI
Cloudstratsinfo,159,642,0,unleashing the power of data from data collection to realtime insights we support informed decisions with data g,2023-02-14 05:30:00+00:00,"New York, USA",[],neutral,Other
PabloLerdoNews,1172,5383,1,agreed we are helping companies save millions on power bi alone ,2023-02-14 03:42:51+00:00,"New York, USA",[],neutral,Power BI
tdarkhorse4,646,62962,0,i wouldnt mind except im 9 years older than you and the power dynamic due to age alone is fucked,2023-02-14 03:01:49+00:00,The Burg,[],positive,Other
bajated,648,10155,1,eliminating carsnot only gasolinepowered onesis the lefts ultimate goal this is why progressives have,2023-02-14 02:44:12+00:00,"Long Beach, CA",[],neutral,Other
MikeRudzinski,23,514,1,if youre an accountant and not using power query in excel its like tying both your hands behind you,2023-02-14 02:12:03+00:00,"Lexington, KY, United States",[],negative,Excel
grjenkin,8919,215099,0,how to connect azure synapse analytics to power bi  dataanalysis,2023-02-14 01:30:10+00:00,"Carrollton, TX",['dataanalysis'],neutral,Power BI
JasonFalter,580,70,0,rick grimes in thewalkingdead uses a colt python357 mag id go with the colt anaconda44 mag though looks the s,2023-02-14 01:11:08+00:00,"Atlanta, GA",['TheWalkingDead'],neutral,Other
legitwriters01,11,106,0,"looking for someone to tackle your
assignment
pay essays
calculus
dissertation
research
python
serverless",2023-02-14 00:24:56+00:00,United States,"['Research', 'Python', 'Serverless']",neutral,Python
Python_Dv,21926,3884,77,"how to automate excel upload to sql server using python
python sql excel",2023-02-14 00:04:00+00:00,United States,"['python', 'sql', 'excel']",neutral,Excel
Long_Shot_Ads,1201,4247,0,exploring the power of pythons pattern package bill_iot ht  ai wearables ux cx,2023-02-14 00:02:46+00:00,"Dearborn, MI","['AI', 'Wearables', 'UX', 'CX']",neutral,Other
ilikeanalysdata,20,167,0,"brilliant 

what is the chart used below with the data does it come by default or is it in the power bi store

 thanks",2023-02-13 22:31:15+00:00,Costa Rica,[],positive,Power BI
MTY_Barraza,444,29083,1,"powerbi
bi insights inc  how to perform data transformation with power bi ",2023-02-13 22:20:14+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
NeonManta,200,69979,0,you and gandalf the grey and gandalf the white and monty python and the holy grails black knight and b,2023-02-13 21:15:14+00:00,"Oviedo, FL",[],negative,Python
AccurateWriter_,472,14942,1,"pay somebody to do your
homework
html
history
biology
chemistry
javascript
coding
case study
nursing
music
iot",2023-02-16 23:06:36+00:00,"Greensboro, NC","['html', 'javascript', 'coding', 'iot']",neutral,Other
thee_prof1,179,26665,1,"we write business plan
dissertation reports 
grant writing
literature review
market research
proof reading
reflect",2023-02-16 20:48:02+00:00,"Los Angeles, CA",['Business'],neutral,Other
thee_prof1,179,26665,0,"get online class homework assignment and exam expert help 
excel
project
math
essay due
pay write
english",2023-02-16 20:47:46+00:00,"Los Angeles, CA","['excel', 'Project', 'math', 'Essay', 'Pay', 'English']",negative,Excel
scottsewell,2617,4132,2,"you cant improve what you dont measure 
heres a quick intro to measuring the performance of your powerbi ref",2023-02-16 20:14:23+00:00,"Henderson, TN",['PowerBI'],positive,Power BI
iterinsights,46,506,0,"the calgary ppug is 5 days away

join mike carlo and chris sorensen as they dive into skills for enterprise power",2023-02-16 19:00:18+00:00,"Calgary, Alberta",[],neutral,Other
Vipuls2010,46,353,1,"what are the best data visualization and dashboarding tool

power bi
tableau
qlik
looker
excel
google data st",2023-02-16 18:51:09+00:00,USA,[],positive,Excel
TheDiligent01,44,924,0,"anyone who needs assistance in

mathematicspurestats
sciences
engineeringtechnical tasks
matlab 
python
web
ac",2023-02-16 18:47:45+00:00,"Washington, DC",[],neutral,Python
AkvelonInc,1394,5362,1,"our team has updated our plotlyjs powerbi  visual with several new features

download the visual here",2023-02-16 18:26:57+00:00,"Bellevue, WA",['PowerBI'],positive,Power BI
pro_damperr,43,1038,0,"get an expert tutor in the following fields 

javascript 
cc
python
mobile development
java
sql
data science
wi",2023-02-16 17:08:09+00:00,"New York, USA",[],neutral,Python
NickyvV,1077,11450,0,"theres power bi news announcing availability expansion of the ssrs migration tool to power bi
theres more info",2023-02-16 16:15:49+00:00,Netherlands,[],positive,Power BI
DigitalogyCorp,960,1968,0,"use args and kwargs to give some extra power to your function in python

python pythonprogramming pythoncode",2023-02-16 16:14:23+00:00,"Virginia, USA","['python', 'pythonprogramming', 'pythoncode']",neutral,Python
GregDeckler,794,2335,0,"today is day number 4238 that table and matrix measure totals have been broken in power bi
please vote",2023-02-16 14:01:00+00:00,"Columbus, OH",[],negative,Power BI
algoworks,4902,47803,1,"data is the backbone of every successful business  

want to unlock the power of your data and make better deci",2023-02-16 14:00:02+00:00,"Sunnyvale, CA 94086",['data'],positive,Other
